,epochs,batch,nodos,layer,learning rate,mse,rmse
0,10,64,16,1,0.002,0.0186965093016624,0.0626057535409927
1,10,64,16,2,0.002,0.0181203205138444,0.0661662220954895
2,10,64,16,4,0.002,0.0183412302285432,0.0713674798607826
3,10,64,16,8,0.002,0.0191795472055673,0.0703599154949188
4,10,64,32,1,0.002,0.0183869693428277,0.0623953305184841
5,10,64,32,2,0.002,0.0199045408517122,0.061934445053339
6,10,64,32,4,0.002,0.0193804446607828,0.0664038360118866
7,10,64,32,8,0.002,0.0186342075467109,0.0641467124223709
8,10,64,64,1,0.002,0.0198362059891223,0.0623822696506977
9,10,64,64,2,0.002,0.0204812716692686,0.0661772266030311
10,10,64,64,4,0.002,0.0196568351238966,0.0614353865385055
11,10,64,64,8,0.002,0.0185995008796453,0.0602647922933101
12,10,128,16,1,0.002,0.0188984386622905,0.0665914639830589
13,10,128,16,2,0.002,0.0186528097838163,0.0696282908320427
14,10,128,16,4,0.002,0.0180040262639522,0.073615126311779
15,10,128,16,8,0.002,0.0175250526517629,0.0783165618777275
16,10,128,32,1,0.002,0.0191524233669042,0.0678155273199081
17,10,128,32,2,0.002,0.018907455727458,0.0695774182677269
18,10,128,32,4,0.002,0.0179047770798206,0.0724181905388832
19,10,128,32,8,0.002,0.0167878158390522,0.0765408352017402
20,10,128,64,1,0.002,0.0192496366798877,0.0655857995152473
21,10,128,64,2,0.002,0.0186449568718671,0.0678277462720871
22,10,128,64,4,0.002,0.0175750777125358,0.0729081705212593
23,10,128,64,8,0.002,0.0164235420525074,0.0778140798211097
24,10,256,16,1,0.002,0.0202768463641405,0.068967118859291
25,10,256,16,2,0.002,0.0189332477748394,0.0709275603294372
26,10,256,16,4,0.002,0.0187330357730388,0.0751213803887367
27,10,256,16,8,0.002,0.021668879315257,0.0988820195198059
28,10,256,32,1,0.002,0.01914251036942,0.0674926340579986
29,10,256,32,2,0.002,0.0190500188618898,0.069648303091526
30,10,256,32,4,0.002,0.0178703628480434,0.077435977756977
31,10,256,32,8,0.002,0.0180216412991285,0.0873353034257888
32,10,256,64,1,0.002,0.0193943455815315,0.0674548745155334
33,10,256,64,2,0.002,0.0192064940929412,0.0770790204405784
34,10,256,64,4,0.002,0.0181747209280729,0.0790263339877128
35,10,256,64,8,0.002,0.0163737051188945,0.0849623680114746
36,25,64,16,1,0.002,0.0203831456601619,0.0567809157073497
37,25,64,16,2,0.002,0.0212093386799097,0.0560939498245716
38,25,64,16,4,0.002,0.021761042997241,0.0572084225714206
39,25,64,16,8,0.002,0.0215083770453929,0.0559994876384735
40,25,64,32,1,0.002,0.0209951680153608,0.0567986145615577
41,25,64,32,2,0.002,0.0214284341782331,0.0560089088976383
42,25,64,32,4,0.002,0.0203839503228664,0.056131649762392
43,25,64,32,8,0.002,0.02370535582304,0.0571093223989009
44,25,64,64,1,0.002,0.0214561093598604,0.0562282912433147
45,25,64,64,2,0.002,0.0209027957171201,0.0565376207232475
46,25,64,64,4,0.002,0.0201407428830862,0.0570386871695518
47,25,64,64,8,0.002,0.022119091823697,0.055108580738306
48,25,128,16,1,0.002,0.0194765385240316,0.0608564652502536
49,25,128,16,2,0.002,0.0203822255134582,0.0628594756126403
50,25,128,16,4,0.002,0.0213653035461902,0.0663997456431388
51,25,128,16,8,0.002,0.0212201531976461,0.073468878865242
52,25,128,32,1,0.002,0.0209040492773056,0.0593294277787208
53,25,128,32,2,0.002,0.021610215306282,0.0609263330698013
54,25,128,32,4,0.002,0.0207917131483554,0.0633519291877746
55,25,128,32,8,0.002,0.0233691111207008,0.0659141466021537
56,25,128,64,1,0.002,0.02203437872231,0.0604121685028076
57,25,128,64,2,0.002,0.0202821176499128,0.0587933100759983
58,25,128,64,4,0.002,0.0197889525443315,0.0581692345440387
59,25,128,64,8,0.002,0.0223239865154027,0.063636690378189
60,25,256,16,1,0.002,0.0190374329686164,0.0674737468361854
61,25,256,16,2,0.002,0.0188941955566406,0.0673816576600074
62,25,256,16,4,0.002,0.0190238151699304,0.0720642432570457
63,25,256,16,8,0.002,0.0187782626599073,0.0781348496675491
64,25,256,32,1,0.002,0.0192394610494375,0.0658972784876823
65,25,256,32,2,0.002,0.01923343911767,0.0659117922186851
66,25,256,32,4,0.002,0.0193206593394279,0.0712515488266944
67,25,256,32,8,0.002,0.0199363715946674,0.0743658691644668
68,25,256,64,1,0.002,0.0192676726728677,0.0651470497250557
69,25,256,64,2,0.002,0.0195383876562118,0.0645870789885521
70,25,256,64,4,0.002,0.0213706828653812,0.0675804615020752
71,25,256,64,8,0.002,0.0237054992467165,0.0756251811981201
72,50,64,16,1,0.002,0.0219659451395273,0.0563665926456451
73,50,64,16,2,0.002,0.022086901590228,0.0571949668228626
74,50,64,16,4,0.002,0.0213051624596118,0.0566259920597076
75,50,64,16,8,0.002,0.0207051206380128,0.0553729012608528
76,50,64,32,1,0.002,0.0218099504709243,0.0569527894258499
77,50,64,32,2,0.002,0.0216979645192623,0.0584221966564655
78,50,64,32,4,0.002,0.0212075486779212,0.0562556311488151
79,50,64,32,8,0.002,0.021423052996397,0.0542217269539833
80,50,64,64,1,0.002,0.0210119038820266,0.0579823441803455
81,50,64,64,2,0.002,0.0208352953195571,0.0580622516572475
82,50,64,64,4,0.002,0.0219655632972717,0.0548431575298309
83,50,64,64,8,0.002,0.0217987038195133,0.0543095394968986
84,50,128,16,1,0.002,0.0201882347464561,0.0565001815557479
85,50,128,16,2,0.002,0.0209643188863992,0.0565401539206504
86,50,128,16,4,0.002,0.0218182206153869,0.0568728819489479
87,50,128,16,8,0.002,0.0223368871957063,0.0596117302775383
88,50,128,32,1,0.002,0.0211239233613014,0.0563847683370113
89,50,128,32,2,0.002,0.0213568620383739,0.0559146888554096
90,50,128,32,4,0.002,0.021350909024477,0.0562369599938392
91,50,128,32,8,0.002,0.0219560954719781,0.0542789176106452
92,50,128,64,1,0.002,0.0214636996388435,0.0558954365551471
93,50,128,64,2,0.002,0.021866176277399,0.056605789810419
94,50,128,64,4,0.002,0.0218874644488096,0.0556048788130283
95,50,128,64,8,0.002,0.0218173991888761,0.0555063001811504
96,50,256,16,1,0.002,0.0196638312190771,0.0622517429292202
97,50,256,16,2,0.002,0.0196789931505918,0.0656466856598854
98,50,256,16,4,0.002,0.0203940607607364,0.0699719414114952
99,50,256,16,8,0.002,0.0207491870969533,0.0739877074956893
100,50,256,32,1,0.002,0.0202593691647052,0.0622465312480926
101,50,256,32,2,0.002,0.0207560770213603,0.062391385436058
102,50,256,32,4,0.002,0.0205422136932611,0.066651664674282
103,50,256,32,8,0.002,0.0202121138572692,0.0703547894954681
104,50,256,64,1,0.002,0.0208363719284534,0.0623996518552303
105,50,256,64,2,0.002,0.0203346461057662,0.0582488887012004
106,50,256,64,4,0.002,0.0210368037223815,0.0578629896044731
107,50,256,64,8,0.002,0.0201927758753299,0.0574147179722785
108,75,64,16,1,0.002,0.0213848743587732,0.0572408661246299
109,75,64,16,2,0.002,0.0220974888652563,0.0557082705199718
110,75,64,16,4,0.002,0.0218080263584852,0.0548154190182685
111,75,64,16,8,0.002,0.0215889997780323,0.0533211603760719
112,75,64,32,1,0.002,0.0218956656754016,0.0561503544449806
113,75,64,32,2,0.002,0.0219023302197456,0.0559246353805065
114,75,64,32,4,0.002,0.0214008837938308,0.0565335042774677
115,75,64,32,8,0.002,0.0217548664659261,0.0558595545589923
116,75,64,64,1,0.002,0.0219264514744281,0.0573405846953392
117,75,64,64,2,0.002,0.0217190664261579,0.0551877990365028
118,75,64,64,4,0.002,0.0219861716032028,0.0555887892842292
119,75,64,64,8,0.002,0.0213866587728261,0.055710781365633
120,75,128,16,1,0.002,0.0208681803196668,0.0559186600148677
121,75,128,16,2,0.002,0.0203153043985366,0.0555306300520896
122,75,128,16,4,0.002,0.0215497240424156,0.054763488471508
123,75,128,16,8,0.002,0.0221235491335392,0.0544052943587303
124,75,128,32,1,0.002,0.0203510094434022,0.0567298680543899
125,75,128,32,2,0.002,0.0209888014942407,0.0551616884768009
126,75,128,32,4,0.002,0.0222913157194852,0.0548857413232326
127,75,128,32,8,0.002,0.0213302392512559,0.0543419085443019
128,75,128,64,1,0.002,0.020818255841732,0.0553408786654472
129,75,128,64,2,0.002,0.0225891713052988,0.0553716644644737
130,75,128,64,4,0.002,0.0230048689991235,0.0548404082655906
131,75,128,64,8,0.002,0.0204032752662897,0.0547360703349113
132,75,256,16,1,0.002,0.0202359426766634,0.0603751465678215
133,75,256,16,2,0.002,0.0209796614944934,0.0610336251556873
134,75,256,16,4,0.002,0.0208902470767498,0.0649833902716636
135,75,256,16,8,0.002,0.0191262923181056,0.0632575824856758
136,75,256,32,1,0.002,0.020886218175292,0.0623858720064163
137,75,256,32,2,0.002,0.0212515238672494,0.059195127338171
138,75,256,32,4,0.002,0.0207844544202089,0.0673080086708068
139,75,256,32,8,0.002,0.020839100703597,0.0824669152498245
140,75,256,64,1,0.002,0.0218287389725446,0.0598114542663097
141,75,256,64,2,0.002,0.0201520286500453,0.0578307956457138
142,75,256,64,4,0.002,0.0196531787514686,0.0562924928963184
143,75,256,64,8,0.002,0.0203484036028385,0.0537913180887699
144,100,64,16,1,0.002,0.0220806468278169,0.0550639927387237
145,100,64,16,2,0.002,0.0219607409089803,0.0543786808848381
146,100,64,16,4,0.002,0.0217467881739139,0.0538580827414989
147,100,64,16,8,0.002,0.0211058482527732,0.0538072809576988
148,100,64,32,1,0.002,0.0223247054964303,0.0552133992314338
149,100,64,32,2,0.002,0.0221850909292697,0.0539228208363056
150,100,64,32,4,0.002,0.021389864385128,0.0550649091601371
151,100,64,32,8,0.002,0.0212606731802225,0.0543918199837207
152,100,64,64,1,0.002,0.0219373274594545,0.0547760725021362
153,100,64,64,2,0.002,0.0218097567558288,0.0543088763952255
154,100,64,64,4,0.002,0.0211635343730449,0.0557774901390075
155,100,64,64,8,0.002,0.0207512304186821,0.0549919493496418
156,100,128,16,1,0.002,0.0211289376020431,0.0556804724037647
157,100,128,16,2,0.002,0.0213506128638982,0.0555950179696083
158,100,128,16,4,0.002,0.021748686209321,0.0532530806958675
159,100,128,16,8,0.002,0.0211894493550062,0.0542279258370399
160,100,128,32,1,0.002,0.0210825726389884,0.0554918348789215
161,100,128,32,2,0.002,0.0215683076530694,0.0555884130299091
162,100,128,32,4,0.002,0.0218229498714208,0.054524578154087
163,100,128,32,8,0.002,0.0212811436504125,0.0540084466338157
164,100,128,64,1,0.002,0.0219561960548162,0.0555805005133152
165,100,128,64,2,0.002,0.0221888851374387,0.0553997382521629
166,100,128,64,4,0.002,0.0214230567216873,0.0535826310515403
167,100,128,64,8,0.002,0.0218661129474639,0.0547946467995643
168,100,256,16,1,0.002,0.0202520843595266,0.0616229623556137
169,100,256,16,2,0.002,0.0208838433027267,0.0563993193209171
170,100,256,16,4,0.002,0.0218580067157745,0.0576780177652835
171,100,256,16,8,0.002,0.0212169364094734,0.0611071363091468
172,100,256,32,1,0.002,0.021043824031949,0.0574772134423255
173,100,256,32,2,0.002,0.0214607398957014,0.0559661835432052
174,100,256,32,4,0.002,0.0215675383806228,0.0557617172598838
175,100,256,32,8,0.002,0.0212527271360158,0.0579603537917137
176,100,256,64,1,0.002,0.0206034742295742,0.0562772043049335
177,100,256,64,2,0.002,0.0216359458863735,0.055914994329214
178,100,256,64,4,0.002,0.021154636517167,0.0564083531498909
179,100,256,64,8,0.002,0.0212869960814714,0.0541525594890117
0,10,64,16,1,0.001,0.0189702864736318,0.065784715116024
1,10,64,16,2,0.001,0.0185941457748413,0.0688672140240669
2,10,64,16,4,0.001,0.0181160662323236,0.0727840587496757
3,10,64,16,8,0.001,0.0184430051594972,0.0738991349935531
4,10,64,32,1,0.001,0.0190688371658325,0.0659839808940887
5,10,64,32,2,0.001,0.0185040477663278,0.0670175179839134
6,10,64,32,4,0.001,0.0178891830146312,0.072402074933052
7,10,64,32,8,0.001,0.0180778410285711,0.0758218020200729
8,10,64,64,1,0.001,0.0186952594667673,0.0646746009588241
9,10,64,64,2,0.001,0.0183576773852109,0.0669931545853614
10,10,64,64,4,0.001,0.0188933424651622,0.0694878250360488
11,10,64,64,8,0.001,0.0183212030678987,0.072233073413372
12,10,128,16,1,0.001,0.0188497472554445,0.0677453354001045
13,10,128,16,2,0.001,0.0187581349164247,0.070804089307785
14,10,128,16,4,0.001,0.0183354131877422,0.0752550885081291
15,10,128,16,8,0.001,0.0175437126308679,0.084058977663517
16,10,128,32,1,0.001,0.0190667510032653,0.0697056129574775
17,10,128,32,2,0.001,0.0187168158590793,0.0708221867680549
18,10,128,32,4,0.001,0.0182897951453924,0.0739125907421112
19,10,128,32,8,0.001,0.0177609547972679,0.0775582939386367
20,10,128,64,1,0.001,0.0191896166652441,0.0688122138381004
21,10,128,64,2,0.001,0.018886899575591,0.0704766362905502
22,10,128,64,4,0.001,0.0184016525745391,0.0738920122385025
23,10,128,64,8,0.001,0.0170491784811019,0.0774120464920997
24,10,256,16,1,0.001,0.0171306673437356,0.1133025139570236
25,10,256,16,2,0.001,0.0165760908275842,0.1040550395846366
26,10,256,16,4,0.001,0.0161236133426427,0.0786978155374527
27,10,256,16,8,0.001,0.0175129380077123,0.1290715485811233
28,10,256,32,1,0.001,0.0172816067934036,0.070542424917221
29,10,256,32,2,0.001,0.0188920069485902,0.0714563354849815
30,10,256,32,4,0.001,0.0184590313583612,0.0745985358953476
31,10,256,32,8,0.001,0.0231255646795034,0.1005192622542381
32,10,256,64,1,0.001,0.0187891311943531,0.0689102038741111
33,10,256,64,2,0.001,0.0190345086157321,0.0711008980870246
34,10,256,64,4,0.001,0.0181574132293462,0.0752213820815086
35,10,256,64,8,0.001,0.0172308571636676,0.0805317014455795
36,25,64,16,1,0.001,0.0197900347411632,0.0631206110119819
37,25,64,16,2,0.001,0.0201048366725444,0.0611722730100154
38,25,64,16,4,0.001,0.0201617311686277,0.0663300082087516
39,25,64,16,8,0.001,0.0204520169645547,0.0610691010951995
40,25,64,32,1,0.001,0.0202529150992631,0.059255726635456
41,25,64,32,2,0.001,0.0203110538423061,0.0561129227280616
42,25,64,32,4,0.001,0.0205082911998033,0.058424949645996
43,25,64,32,8,0.001,0.0230296608060598,0.0584078915417194
44,25,64,64,1,0.001,0.0208893325179815,0.0575889125466346
45,25,64,64,2,0.001,0.0213124174624681,0.0563879981637001
46,25,64,64,4,0.001,0.0205889772623777,0.0570654533803463
47,25,64,64,8,0.001,0.0230724364519119,0.0567797049880027
